id,price
Bawang Merah/Bali/2024-11-05,20294.96
Bawang Merah/Bali/2024-11-06,20548.9
Bawang Merah/Bali/2024-11-07,21396.68
Bawang Merah/Bali/2024-11-08,22502.72
Bawang Merah/Bali/2024-11-09,23459.22
Bawang Merah/Bali/2024-11-10,24876.28
Bawang Merah/Bali/2024-11-11,25138.34
Bawang Merah/Bali/2024-11-12,25376.54
Bawang Merah/Bali/2024-11-13,26302.78
Bawang Merah/Bali/2024-11-14,28022.6
Bawang Merah/Bali/2024-11-15,28524.44
Bawang Merah/Bali/2024-11-16,29059.3
Bawang Merah/Bali/2024-11-17,30015.38
Bawang Merah/Bali/2024-11-18,30712.32
Bawang Merah/Bali/2024-11-19,30716.16
Bawang Merah/Bali/2024-11-20,30200.42
Bawang Merah/Bali/2024-11-21,30564.16
Bawang Merah/Bali/2024-11-22,30056.98
Bawang Merah/Bali/2024-11-23,30188.7
Bawang Merah/Bali/2024-11-24,30631.74
Bawang Merah/Bali/2024-11-25,31982.16
Bawang Merah/Bali/2024-11-26,32263.38
Bawang Merah/Bali/2024-11-27,32754.76
Bawang Merah/Bali/2024-11-28,32903.72
Bawang Merah/Bali/2024-11-29,32772.08
Bawang Merah/Bali/2024-11-30,32674.1
Bawang Merah/Bali/2024-12-01,32845.78
Bawang Merah/Bali/2024-12-02,32594.02
Bawang Merah/Bali/2024-12-03,32808.56
Bawang Merah/Bali/2024-12-04,33022.3
Bawang Merah/Bali/2024-12-05,33279.38
Bawang Merah/Bali/2024-12-06,33765.78
Bawang Merah/Bali/2024-12-07,34035.88
Bawang Merah/Bali/2024-12-08,33918.9
Bawang Merah/Bali/2024-12-09,33349.6
Bawang Merah/Bali/2024-12-10,33074.98
Bawang Merah/Bali/2024-12-11,32927.76
Bawang Merah/Bali/2024-12-12,32769.28
Bawang Merah/Bali/2024-12-13,32810.36
Bawang Merah/Bali/2024-12-14,32566.96
Bawang Merah/Bali/2024-12-15,31976.34
Bawang Merah/Bali/2024-12-16,32037.58
Bawang Merah/Bali/2024-12-17,32066.26
Bawang Merah/Bali/2024-12-18,31892.2
Bawang Merah/Bali/2024-12-19,31565.54
Bawang Merah/Bali/2024-12-20,31090.02
Bawang Merah/Bali/2024-12-21,30781.14
Bawang Merah/Bali/2024-12-22,30412.26
Bawang Merah/Bali/2024-12-23,30230.34
Bawang Merah/Bali/2024-12-24,30055.02
Bawang Merah/Bali/2024-12-25,29509.46
Bawang Merah/Bali/2024-12-26,29246.92
Bawang Merah/Bali/2024-12-27,29137.9
Bawang Merah/Bali/2024-12-28,28724.22
Bawang Merah/Bali/2024-12-29,28880.32
Bawang Merah/Bali/2024-12-30,28916.32
Bawang Merah/Bali/2024-12-31,28793.32
Bawang Merah/Banten/2024-10-01,26563.84
Bawang Merah/Banten/2024-10-02,26013.06
Bawang Merah/Banten/2024-10-03,26264.18
Bawang Merah/Banten/2024-10-04,26534.62
Bawang Merah/Banten/2024-10-05,26687.4
Bawang Merah/Banten/2024-10-06,26606.34
Bawang Merah/Banten/2024-10-07,26125.5
Bawang Merah/Banten/2024-10-08,26063.54
Bawang Merah/Banten/2024-10-09,26304.88
Bawang Merah/Banten/2024-10-10,26236.32
Bawang Merah/Banten/2024-10-11,26349.9
Bawang Merah/Banten/2024-10-12,26317.76
Bawang Merah/Banten/2024-10-13,26065.26
Bawang Merah/Banten/2024-10-14,25931.74
Bawang Merah/Banten/2024-10-15,26044.86
Bawang Merah/Banten/2024-10-16,25091.54
Bawang Merah/Banten/2024-10-17,25273.58
Bawang Merah/Banten/2024-10-18,25757.06
Bawang Merah/Banten/2024-10-19,26571.18
Bawang Merah/Banten/2024-10-20,26769.3
Bawang Merah/Banten/2024-10-21,26230.84
Bawang Merah/Banten/2024-10-22,26808.14
Bawang Merah/Banten/2024-10-23,27186.94
Bawang Merah/Banten/2024-10-24,27240.44
Bawang Merah/Banten/2024-10-25,26738.82
Bawang Merah/Banten/2024-10-26,26714.02
Bawang Merah/Banten/2024-10-27,27118.04
Bawang Merah/Banten/2024-10-28,27394.38
Bawang Merah/Banten/2024-10-29,27210.14
Bawang Merah/Banten/2024-10-30,26981.68
Bawang Merah/Banten/2024-10-31,27708.86
Bawang Merah/Banten/2024-11-01,27918.08
Bawang Merah/Banten/2024-11-02,27958.44
Bawang Merah/Banten/2024-11-03,28557.56
Bawang Merah/Banten/2024-11-04,28637.54
Bawang Merah/Banten/2024-11-05,28628.92
Bawang Merah/Banten/2024-11-06,29596.74
Bawang Merah/Banten/2024-11-07,30648.14
Bawang Merah/Banten/2024-11-08,31214.12
Bawang Merah/Banten/2024-11-09,32119.3
Bawang Merah/Banten/2024-11-10,33606.1
Bawang Merah/Banten/2024-11-11,33223.0
Bawang Merah/Banten/2024-11-12,33449.92
Bawang Merah/Banten/2024-11-13,33669.28
Bawang Merah/Banten/2024-11-14,33865.38
Bawang Merah/Banten/2024-11-15,34287.42
Bawang Merah/Banten/2024-11-16,34897.7
Bawang Merah/Banten/2024-11-17,34225.5
Bawang Merah/Banten/2024-11-18,34493.0
Bawang Merah/Banten/2024-11-19,33762.24
Bawang Merah/Banten/2024-11-20,32327.34
Bawang Merah/Banten/2024-11-21,33309.44
Bawang Merah/Banten/2024-11-22,33538.66
Bawang Merah/Banten/2024-11-23,33326.92
Bawang Merah/Banten/2024-11-24,33394.08
Bawang Merah/Banten/2024-11-25,33821.28
Bawang Merah/Banten/2024-11-26,34233.78
Bawang Merah/Banten/2024-11-27,35057.76
Bawang Merah/Banten/2024-11-28,35390.94
Bawang Merah/Banten/2024-11-29,35817.68
Bawang Merah/Banten/2024-11-30,35785.7
Bawang Merah/Banten/2024-12-01,34917.82
Bawang Merah/Banten/2024-12-02,34814.32
Bawang Merah/Banten/2024-12-03,34565.7
Bawang Merah/Banten/2024-12-04,34563.3
Bawang Merah/Banten/2024-12-05,34579.06
Bawang Merah/Banten/2024-12-06,34693.08
Bawang Merah/Banten/2024-12-07,34741.8
Bawang Merah/Banten/2024-12-08,34621.24
Bawang Merah/Banten/2024-12-09,34023.5
Bawang Merah/Banten/2024-12-10,32237.58
Bawang Merah/Banten/2024-12-11,31167.2
Bawang Merah/Banten/2024-12-12,31539.94
Bawang Merah/Banten/2024-12-13,32059.52
Bawang Merah/Banten/2024-12-14,31995.02
Bawang Merah/Banten/2024-12-15,31937.4
Bawang Merah/Banten/2024-12-16,31962.5
Bawang Merah/Banten/2024-12-17,31881.14
Bawang Merah/Banten/2024-12-18,31677.4
Bawang Merah/Banten/2024-12-19,30956.2
Bawang Merah/Banten/2024-12-20,30664.88
Bawang Merah/Banten/2024-12-21,31247.02
Bawang Merah/Banten/2024-12-22,31005.44
Bawang Merah/Banten/2024-12-23,30540.54
Bawang Merah/Banten/2024-12-24,30277.4
Bawang Merah/Banten/2024-12-25,30628.82
Bawang Merah/Banten/2024-12-26,30578.04
Bawang Merah/Banten/2024-12-27,30956.56
Bawang Merah/Banten/2024-12-28,31196.88
Bawang Merah/Banten/2024-12-29,31641.84
Bawang Merah/Banten/2024-12-30,31714.08
Bawang Merah/Banten/2024-12-31,31850.26
Bawang Merah/Bengkulu/2024-10-01,26804.02
Bawang Merah/Bengkulu/2024-10-02,26904.82
Bawang Merah/Bengkulu/2024-10-03,27183.02
Bawang Merah/Bengkulu/2024-10-04,27391.02
Bawang Merah/Bengkulu/2024-10-05,27565.34
Bawang Merah/Bengkulu/2024-10-06,27255.1
Bawang Merah/Bengkulu/2024-10-07,26849.78
Bawang Merah/Bengkulu/2024-10-08,26615.44
Bawang Merah/Bengkulu/2024-10-09,26337.04
Bawang Merah/Bengkulu/2024-10-10,26302.06
Bawang Merah/Bengkulu/2024-10-11,26325.98
Bawang Merah/Bengkulu/2024-10-12,26404.2
Bawang Merah/Bengkulu/2024-10-13,26419.2
Bawang Merah/Bengkulu/2024-10-14,26364.76
Bawang Merah/Bengkulu/2024-10-15,26372.44
Bawang Merah/Bengkulu/2024-10-16,26225.66
Bawang Merah/Bengkulu/2024-10-17,26409.08
Bawang Merah/Bengkulu/2024-10-18,26515.26
Bawang Merah/Bengkulu/2024-10-19,26604.36
Bawang Merah/Bengkulu/2024-10-20,26756.66
Bawang Merah/Bengkulu/2024-10-21,26665.28
Bawang Merah/Bengkulu/2024-10-22,26679.08
Bawang Merah/Bengkulu/2024-10-23,26736.18
Bawang Merah/Bengkulu/2024-10-24,26800.3
Bawang Merah/Bengkulu/2024-10-25,26744.28
Bawang Merah/Bengkulu/2024-10-26,26814.12
Bawang Merah/Bengkulu/2024-10-27,27094.8
Bawang Merah/Bengkulu/2024-10-28,27194.58
Bawang Merah/Bengkulu/2024-10-29,27218.2
Bawang Merah/Bengkulu/2024-10-30,27062.38
Bawang Merah/Bengkulu/2024-10-31,27274.88
Bawang Merah/Bengkulu/2024-11-01,27309.24
Bawang Merah/Bengkulu/2024-11-02,27326.58
Bawang Merah/Bengkulu/2024-11-03,27472.0
Bawang Merah/Bengkulu/2024-11-04,27560.58
Bawang Merah/Bengkulu/2024-11-05,27744.24
Bawang Merah/Bengkulu/2024-11-06,28618.26
Bawang Merah/Bengkulu/2024-11-07,29435.44
Bawang Merah/Bengkulu/2024-11-08,29740.82
Bawang Merah/Bengkulu/2024-11-09,29830.4
Bawang Merah/Bengkulu/2024-11-10,29931.1
Bawang Merah/Bengkulu/2024-11-11,30467.84
Bawang Merah/Bengkulu/2024-11-12,31347.18
Bawang Merah/Bengkulu/2024-11-13,33531.14
Bawang Merah/Bengkulu/2024-11-14,34409.78
Bawang Merah/Bengkulu/2024-11-15,35029.56
Bawang Merah/Bengkulu/2024-11-16,36574.26
Bawang Merah/Bengkulu/2024-11-17,36622.0
Bawang Merah/Bengkulu/2024-11-18,36766.08
Bawang Merah/Bengkulu/2024-11-19,37970.78
Bawang Merah/Bengkulu/2024-11-20,37965.74
Bawang Merah/Bengkulu/2024-11-21,38051.78
Bawang Merah/Bengkulu/2024-11-22,38242.28
Bawang Merah/Bengkulu/2024-11-23,38453.96
Bawang Merah/Bengkulu/2024-11-24,38612.96
Bawang Merah/Bengkulu/2024-11-25,38178.12
Bawang Merah/Bengkulu/2024-11-26,38338.2
Bawang Merah/Bengkulu/2024-11-27,38356.34
Bawang Merah/Bengkulu/2024-11-28,38360.0
Bawang Merah/Bengkulu/2024-11-29,38402.66
Bawang Merah/Bengkulu/2024-11-30,38589.42
Bawang Merah/Bengkulu/2024-12-01,38690.32
Bawang Merah/Bengkulu/2024-12-02,38848.26
Bawang Merah/Bengkulu/2024-12-03,38661.32
Bawang Merah/Bengkulu/2024-12-04,38554.54
Bawang Merah/Bengkulu/2024-12-05,38427.64
Bawang Merah/Bengkulu/2024-12-06,38364.66
Bawang Merah/Bengkulu/2024-12-07,38291.76
Bawang Merah/Bengkulu/2024-12-08,38343.12
Bawang Merah/Bengkulu/2024-12-09,38411.38
Bawang Merah/Bengkulu/2024-12-10,38321.1
Bawang Merah/Bengkulu/2024-12-11,38354.24
Bawang Merah/Bengkulu/2024-12-12,38564.46
Bawang Merah/Bengkulu/2024-12-13,38654.06
Bawang Merah/Bengkulu/2024-12-14,38656.12
Bawang Merah/Bengkulu/2024-12-15,38645.28
Bawang Merah/Bengkulu/2024-12-16,38588.64
Bawang Merah/Bengkulu/2024-12-17,38322.16
Bawang Merah/Bengkulu/2024-12-18,37874.78
Bawang Merah/Bengkulu/2024-12-19,37479.18
Bawang Merah/Bengkulu/2024-12-20,37421.82
Bawang Merah/Bengkulu/2024-12-21,37044.1
Bawang Merah/Bengkulu/2024-12-22,36788.0
Bawang Merah/Bengkulu/2024-12-23,36632.82
Bawang Merah/Bengkulu/2024-12-24,36444.02
Bawang Merah/Bengkulu/2024-12-25,36121.18
Bawang Merah/Bengkulu/2024-12-26,35970.7
Bawang Merah/Bengkulu/2024-12-27,35879.48
Bawang Merah/Bengkulu/2024-12-28,35688.36
Bawang Merah/Bengkulu/2024-12-29,35299.12
Bawang Merah/Bengkulu/2024-12-30,35037.7
Bawang Merah/Bengkulu/2024-12-31,34207.62
Bawang Merah/DI Yogyakarta/2024-10-01,25146.36
Bawang Merah/DI Yogyakarta/2024-10-02,25146.36
Bawang Merah/DI Yogyakarta/2024-10-03,24771.8
Bawang Merah/DI Yogyakarta/2024-10-04,24454.64
Bawang Merah/DI Yogyakarta/2024-10-05,24290.52
Bawang Merah/DI Yogyakarta/2024-10-06,24228.32
Bawang Merah/DI Yogyakarta/2024-10-07,24164.32
Bawang Merah/DI Yogyakarta/2024-10-08,24059.98
Bawang Merah/DI Yogyakarta/2024-10-09,23789.82
Bawang Merah/DI Yogyakarta/2024-10-10,23666.5
Bawang Merah/DI Yogyakarta/2024-10-11,23619.7
Bawang Merah/DI Yogyakarta/2024-10-12,23565.44
Bawang Merah/DI Yogyakarta/2024-10-13,23702.62
Bawang Merah/DI Yogyakarta/2024-10-14,23754.88
Bawang Merah/DI Yogyakarta/2024-10-15,23744.4
Bawang Merah/DI Yogyakarta/2024-10-16,23618.06
Bawang Merah/DI Yogyakarta/2024-10-17,23479.96
Bawang Merah/DI Yogyakarta/2024-10-18,23424.5
Bawang Merah/DI Yogyakarta/2024-10-19,23401.6
Bawang Merah/DI Yogyakarta/2024-10-20,23391.08
Bawang Merah/DI Yogyakarta/2024-10-21,23372.76
Bawang Merah/DI Yogyakarta/2024-10-22,23264.96
Bawang Merah/DI Yogyakarta/2024-10-23,23322.94
Bawang Merah/DI Yogyakarta/2024-10-24,23157.1
Bawang Merah/DI Yogyakarta/2024-10-25,22627.98
Bawang Merah/DI Yogyakarta/2024-10-26,22910.48
Bawang Merah/DI Yogyakarta/2024-10-27,23358.72
Bawang Merah/DI Yogyakarta/2024-10-28,23913.96
Bawang Merah/DI Yogyakarta/2024-10-29,24085.76
Bawang Merah/DI Yogyakarta/2024-10-30,24355.14
Bawang Merah/DI Yogyakarta/2024-10-31,24643.96
Bawang Merah/DI Yogyakarta/2024-11-01,24656.9
Bawang Merah/DI Yogyakarta/2024-11-02,24859.42
Bawang Merah/DI Yogyakarta/2024-11-03,24993.78
Bawang Merah/DI Yogyakarta/2024-11-04,25107.78
Bawang Merah/DI Yogyakarta/2024-11-05,24823.3
Bawang Merah/DI Yogyakarta/2024-11-06,25386.26
Bawang Merah/DI Yogyakarta/2024-11-07,27215.18
Bawang Merah/DI Yogyakarta/2024-11-08,28185.76
Bawang Merah/DI Yogyakarta/2024-11-09,28788.1
Bawang Merah/DI Yogyakarta/2024-11-10,29081.62
Bawang Merah/DI Yogyakarta/2024-11-11,29560.34
Bawang Merah/DI Yogyakarta/2024-11-12,29689.74
Bawang Merah/DI Yogyakarta/2024-11-13,30155.34
Bawang Merah/DI Yogyakarta/2024-11-14,30399.14
Bawang Merah/DI Yogyakarta/2024-11-15,30407.9
Bawang Merah/DI Yogyakarta/2024-11-16,31306.9
Bawang Merah/DI Yogyakarta/2024-11-17,31294.38
Bawang Merah/DI Yogyakarta/2024-11-18,30943.9
Bawang Merah/DI Yogyakarta/2024-11-19,30770.82
Bawang Merah/DI Yogyakarta/2024-11-20,30905.0
Bawang Merah/DI Yogyakarta/2024-11-21,31324.72
Bawang Merah/DI Yogyakarta/2024-11-22,31431.86
Bawang Merah/DI Yogyakarta/2024-11-23,31203.64
Bawang Merah/DI Yogyakarta/2024-11-24,30750.88
Bawang Merah/DI Yogyakarta/2024-11-25,30556.74
Bawang Merah/DI Yogyakarta/2024-11-26,30799.0
Bawang Merah/DI Yogyakarta/2024-11-27,31021.12
Bawang Merah/DI Yogyakarta/2024-11-28,31045.9
Bawang Merah/DI Yogyakarta/2024-11-29,31646.94
Bawang Merah/DI Yogyakarta/2024-11-30,31884.56
Bawang Merah/DI Yogyakarta/2024-12-01,31930.3
Bawang Merah/DI Yogyakarta/2024-12-02,31989.9
Bawang Merah/DI Yogyakarta/2024-12-03,32611.74
Bawang Merah/DI Yogyakarta/2024-12-04,32678.86
Bawang Merah/DI Yogyakarta/2024-12-05,32939.18
Bawang Merah/DI Yogyakarta/2024-12-06,33066.5
Bawang Merah/DI Yogyakarta/2024-12-07,33085.46
Bawang Merah/DI Yogyakarta/2024-12-08,32703.66
Bawang Merah/DI Yogyakarta/2024-12-09,31373.96
Bawang Merah/DI Yogyakarta/2024-12-10,31278.76
Bawang Merah/DI Yogyakarta/2024-12-11,30675.02
Bawang Merah/DI Yogyakarta/2024-12-12,29109.5
Bawang Merah/DI Yogyakarta/2024-12-13,28908.72
Bawang Merah/DI Yogyakarta/2024-12-14,26116.68
Bawang Merah/DI Yogyakarta/2024-12-15,27764.0
Bawang Merah/DI Yogyakarta/2024-12-16,28104.0
Bawang Merah/DI Yogyakarta/2024-12-17,28610.48
Bawang Merah/DI Yogyakarta/2024-12-18,28704.04
Bawang Merah/DI Yogyakarta/2024-12-19,28307.9
Bawang Merah/DI Yogyakarta/2024-12-20,27810.18
Bawang Merah/DI Yogyakarta/2024-12-21,27880.36
Bawang Merah/DI Yogyakarta/2024-12-22,27884.9
Bawang Merah/DI Yogyakarta/2024-12-23,27811.08
Bawang Merah/DI Yogyakarta/2024-12-24,27888.08
Bawang Merah/DI Yogyakarta/2024-12-25,28081.62
Bawang Merah/DI Yogyakarta/2024-12-26,28730.08
Bawang Merah/DI Yogyakarta/2024-12-27,28633.62
Bawang Merah/DI Yogyakarta/2024-12-28,28460.74
Bawang Merah/DI Yogyakarta/2024-12-29,28481.36
Bawang Merah/DI Yogyakarta/2024-12-30,28228.38
Bawang Merah/DI Yogyakarta/2024-12-31,27854.72
Bawang Merah/DKI Jakarta/2024-10-01,32826.64
Bawang Merah/DKI Jakarta/2024-10-02,32793.56
Bawang Merah/DKI Jakarta/2024-10-03,34076.0
Bawang Merah/DKI Jakarta/2024-10-04,34951.18
Bawang Merah/DKI Jakarta/2024-10-05,35019.84
Bawang Merah/DKI Jakarta/2024-10-06,34093.3
Bawang Merah/DKI Jakarta/2024-10-07,33613.76
Bawang Merah/DKI Jakarta/2024-10-08,33289.48
Bawang Merah/DKI Jakarta/2024-10-09,33182.08
Bawang Merah/DKI Jakarta/2024-10-10,33205.94
Bawang Merah/DKI Jakarta/2024-10-11,33362.96
Bawang Merah/DKI Jakarta/2024-10-12,33284.92
Bawang Merah/DKI Jakarta/2024-10-13,33429.02
Bawang Merah/DKI Jakarta/2024-10-14,33525.3
Bawang Merah/DKI Jakarta/2024-10-15,33749.86
Bawang Merah/DKI Jakarta/2024-10-16,32255.04
Bawang Merah/DKI Jakarta/2024-10-17,33468.7
Bawang Merah/DKI Jakarta/2024-10-18,33571.6
Bawang Merah/DKI Jakarta/2024-10-19,33269.76
Bawang Merah/DKI Jakarta/2024-10-20,33141.98
Bawang Merah/DKI Jakarta/2024-10-21,33064.3
Bawang Merah/DKI Jakarta/2024-10-22,33174.52
Bawang Merah/DKI Jakarta/2024-10-23,32925.44
Bawang Merah/DKI Jakarta/2024-10-24,33039.58
Bawang Merah/DKI Jakarta/2024-10-25,33104.5
Bawang Merah/DKI Jakarta/2024-10-26,33156.42
Bawang Merah/DKI Jakarta/2024-10-27,33363.6
Bawang Merah/DKI Jakarta/2024-10-28,33206.2
Bawang Merah/DKI Jakarta/2024-10-29,33214.0
Bawang Merah/DKI Jakarta/2024-10-30,31824.1
Bawang Merah/DKI Jakarta/2024-10-31,32928.34
Bawang Merah/DKI Jakarta/2024-11-01,33442.78
Bawang Merah/DKI Jakarta/2024-11-02,33595.06
Bawang Merah/DKI Jakarta/2024-11-03,34066.06
Bawang Merah/DKI Jakarta/2024-11-04,34263.88
Bawang Merah/DKI Jakarta/2024-11-05,34994.84
Bawang Merah/DKI Jakarta/2024-11-06,35353.74
Bawang Merah/DKI Jakarta/2024-11-07,35613.3
Bawang Merah/DKI Jakarta/2024-11-08,35694.28
Bawang Merah/DKI Jakarta/2024-11-09,35776.64
Bawang Merah/DKI Jakarta/2024-11-10,36474.34
Bawang Merah/DKI Jakarta/2024-11-11,38477.42
Bawang Merah/DKI Jakarta/2024-11-12,38835.76
Bawang Merah/DKI Jakarta/2024-11-13,38811.3
Bawang Merah/DKI Jakarta/2024-11-14,39033.76
Bawang Merah/DKI Jakarta/2024-11-15,39098.66
Bawang Merah/DKI Jakarta/2024-11-16,38553.32
Bawang Merah/DKI Jakarta/2024-11-17,37707.88
Bawang Merah/DKI Jakarta/2024-11-18,37947.0
Bawang Merah/DKI Jakarta/2024-11-19,38070.14
Bawang Merah/DKI Jakarta/2024-11-20,38168.06
Bawang Merah/DKI Jakarta/2024-11-21,38554.6
Bawang Merah/DKI Jakarta/2024-11-22,39112.1
Bawang Merah/DKI Jakarta/2024-11-23,41391.58
Bawang Merah/DKI Jakarta/2024-11-24,41474.7
Bawang Merah/DKI Jakarta/2024-11-25,41513.16
Bawang Merah/DKI Jakarta/2024-11-26,41488.26
Bawang Merah/DKI Jakarta/2024-11-27,41524.64
Bawang Merah/DKI Jakarta/2024-11-28,41514.72
Bawang Merah/DKI Jakarta/2024-11-29,41482.2
Bawang Merah/DKI Jakarta/2024-11-30,41381.04
Bawang Merah/DKI Jakarta/2024-12-01,41230.48
Bawang Merah/DKI Jakarta/2024-12-02,41215.56
Bawang Merah/DKI Jakarta/2024-12-03,41309.74
Bawang Merah/DKI Jakarta/2024-12-04,41191.68
Bawang Merah/DKI Jakarta/2024-12-05,40844.76
Bawang Merah/DKI Jakarta/2024-12-06,40999.32
Bawang Merah/DKI Jakarta/2024-12-07,40850.06
Bawang Merah/DKI Jakarta/2024-12-08,40353.16
Bawang Merah/DKI Jakarta/2024-12-09,40259.16
